EXP_DATE,EFF_DATE,CORP_NAME,TRADE_NAME,LICENSEE,TAXKEY_NUMBER,HOUSE_NR,SDIR,STREET,STTYPE,ALDERMANIC_DISTRICT,POLICE_DISTRICT,LIC_TYPE,License Type Full Name,TOT_CAP,ROOM_CAP,TAXKEY
10/15/2020,9/24/2019,BCT5 LLC,Vanguard,"CHRISTOPHER J SCHULIST, Agt",5000407000,2659,S,KINNICKINNIC,AV,14,6,BTAVN,Class B Tavern License,,,5000407000
9/15/2020,9/10/2019,Bumstead Provisions LLC,Crafty Cow/Hot Head Fried Chicken,"David T Eichler, Agt",5001441000,2671,S,KINNICKINNIC,AV,14,6,BTAVN,Class B Tavern License,,,5001441000
3/22/2020,2/26/2019,"BAY VIEW QUICK MART, LLC",BAY VIEW QUICK MART,"YASSER JABER, Agt",,2690,S,KINNICKINNIC,AV,14,6,ALIQR,Class A Retailer's Intoxicating Liquor License,,,5000265000
3/22/2020,2/26/2019,"BAY VIEW QUICK MART, LLC",BAY VIEW QUICK MART,"YASSER JABER, Agt",,2690,S,KINNICKINNIC,AV,14,6,AMALT,Class A Fermented Malt Beverage Retailer's License,,,5000265000
5/24/2020,5/10/2019,"CLASSIC SLICE, INC",CLASSIC SLICE PIZZA,"MARISA D LANGE, Agt",5041001000,2797,S,KINNICKINNIC,AV,14,6,CWINE,Class C Wine Retailer's License,,,5041001000
5/24/2020,5/10/2019,"CLASSIC SLICE, INC",CLASSIC SLICE PIZZA,"MARISA D LANGE, Agt",5041001000,2797,S,KINNICKINNIC,AV,14,6,BBEER,Class B Fermented Malt Beverage Retailer's License,,,5041001000
1/28/2020,1/29/2019,Franks Power Plant BV LLC,Franks Power Plant Bay View,"Patricia A D'Acquisto, Agt",5040449000,2800,S,KINNICKINNIC,AV,14,6,BTAVN,Class B Tavern License,,,5040449000
6/18/2020,6/3/2019,OUTPOST NATURAL FOODS COOPERATIVE,OUTPOST NATURAL FOODS COOPERATIVE,"EDWARD J SENGER, Agt",5049987113,2826,S,KINNICKINNIC,AV,14,6,BTAVN,Class B Tavern License,,NA,5049987113
5/25/2020,5/10/2019,SONS OF ANDER LLC,LEE'S LUXURY LOUNGE,"JASON J ANDERSON, Agt",5031604000,2988,S,KINNICKINNIC,AV,14,6,BTAVN,Class B Tavern License,120,,5031604000
2/28/2020,3/1/2019,"Patton Legacy II, LLC",Belli's Bistro & Spirits,"Charmice L Dodson, Agt",5030041000,3001,S,KINNICKINNIC,AV,14,6,BTAVN,Class B Tavern License,,,5030041000
6/30/2020,6/18/2019,"BLACKBIRD BAR, INC",BLACKBIRD BAR,"HOLLY C DOAR, Agt",5030042000,3007,S,KINNICKINNIC,AV,14,6,BTAVN,Class B Tavern License,88,,5030042000
11/22/2019,11/6/2018,SCM INC,LANDMARK FAMILY RESTAURANT,"J M Santacruz Salazar, Agt",,3451,S,KINNICKINNIC,AV,14,6,CWINE,Class C Wine Retailer's License,99,,5401346000
11/22/2020,11/5/2019,SCM INC,LANDMARK FAMILY RESTAURANT,"J M Santacruz Salazar, Agt",,3451,S,KINNICKINNIC,AV,14,6,CWINE,Class C Wine Retailer's License,99,,5401346000
11/22/2020,11/5/2019,SCM INC,LANDMARK FAMILY RESTAURANT,"J M Santacruz Salazar, Agt",,3451,S,KINNICKINNIC,AV,14,6,BBEER,Class B Fermented Malt Beverage Retailer's License,99,,5401346000
6/15/2020,5/29/2019,"ROMANS' PUB, LLC",ROMANS' PUB,"MICHAEL S ROMANS, Agt",5401385000,3475,S,KINNICKINNIC,AV,14,6,BTAVN,Class B Tavern License,99,,5401385000
10/31/2020,10/15/2019,"Yuvraj Food Mart, Inc",All For Us,"Baljinder S Dhillon, Agt",2822626000,103,E,Keefe,AV,6,5,AMALT,Class A Fermented Malt Beverage Retailer's License,,,2822626000
2/27/2020,2/19/2019,Splash Studio Inc.,Splash Studio Inc.,"Marla R Poytinger, Agt",3560302000,1815,E,Kenilworth,PL,3,1,BTAVN,Class B Tavern License,,,3560302000
9/27/2020,9/10/2019,Levy Restaurants at Wisconsin Center District,Levy Restaurants at Wisconsin Center District,"Nikki L Dewey, Agt",3922471000,420,W,Kilbourn,AV,4,1,BTAVN,Class B Tavern License,,NA,3922471000
2/7/2020,2/8/2019,"Caviche, Inc.",C-Viche,"KARLOS J SORIANO, Agt",4660604100,2165,S,Kinnickinnic,AV,14,6,BTAVN,Class B Tavern License,,,4660604100
9/15/2020,9/4/2019,Rap Us Corp,Cafe India - Bar & Grill,"RAKESH REHAN, Agt",4660801100,2201,S,Kinnickinnic,AV,14,6,BTAVN,Class B Tavern License,,,4660801100
8/9/2020,8/2/2019,Revel Group Inc,Revel,"Joseph W Gill, Agt",4660329100,2246,S,Kinnickinnic,AV,14,6,BTAVN,Class B Tavern License,80,,4660329100
7/6/2020,7/9/2019,Tota's LLC,Riviera Maya,"FRANCISCO ARAIZA-QUINTANA, Agt",4991231000,2321,S,Kinnickinnic,AV,14,6,BTAVN,Class B Tavern License,90,,4991231000
2/27/2020,2/6/2019,RADBAT LLC,Odd Duck,"ROSS M BACHHUBER, Agt",4991205100,2352,S,Kinnickinnic,AV,14,6,BTAVN,Class B Tavern License,80,,4991205100
2/3/2020,1/14/2019,GW Mireles Inc,Cafe Corazon Bay View,"GEORGE MIRELES, Agt",4991892100,2394,S,Kinnickinnic,AV,14,6,BTAVN,Class B Tavern License,99,,4991892100
12/15/2019,11/28/2018,"Morgan Kenwood, LTD",Avalon,"JANE M SCHILZ, Agt",4990617000,2473,S,Kinnickinnic,AV,14,6,BTAVN,Class B Tavern License,,,4990617000
9/27/2020,9/4/2019,TKP LLC,Hungry Sumo,"Thitichai Rukchon, Agt",5000408000,2663,S,Kinnickinnic,AV,14,6,BBEER,Class B Fermented Malt Beverage Retailer's License,,,5000408000
9/27/2020,9/4/2019,TKP LLC,Hungry Sumo,"Thitichai Rukchon, Agt",5000408000,2663,S,Kinnickinnic,AV,14,6,CWINE,Class C Wine Retailer's License,,,5000408000
4/1/2020,3/27/2019,Marcat Corp,Hue Restaurant,"MARK V NIELSEN, Agt",5000804000,2691,S,Kinnickinnic,AV,14,6,BTAVN,Class B Tavern License,48,,5000804000
7/21/2020,7/9/2019,Clutch Corp.,Anodyne Coffee Roasting Co.,"Matthew J McClutchy, Agt",5030643000,2920,S,Kinnickinnic,AV,14,6,BBEER,Class B Fermented Malt Beverage Retailer's License,,,5030643000
7/21/2020,7/9/2019,Clutch Corp.,Anodyne Coffee Roasting Co.,"Matthew J McClutchy, Agt",5030643000,2920,S,Kinnickinnic,AV,14,6,CWINE,Class C Wine Retailer's License,,,5030643000
5/7/2020,5/8/2019,TRAILER PARK TAVERN LLC,TRAILER PARK TAVERN,"Justin Ippoliti, Agt",5030016000,2989,S,Kinnickinnic,AV,14,6,BTAVN,Class B Tavern License,79,,5030016000
11/24/2019,11/19/2018,"SAN JOSE, LLC",CLUB GUADALAJARA,"GUILLERMO RODRIGUEZ, Agt",4611364110,1135,W,LAPHAM,BL,12,2,BTAVN,Class B Tavern License,240,,4611364110
7/25/2020,7/9/2019,"Brass Monkey II, LLC",Brass Monkey II,"RONALD L THELEN, Agt",5940807100,700,E,LAYTON,AV,13,6,BTAVN,Class B Tavern License,120,,5942002000
9/19/2020,9/4/2019,"AMELIA'S, LTD",AMELIA'S,"ALBERT G DOSTAL, JR, Agt",5940812100,724,E,LAYTON,AV,13,6,BTAVN,Class B Tavern License,150,,5940812100
6/30/2020,6/18/2019,"TWEEDLEDUM, INC",THE PACKING HOUSE,"MARGARET M WIKEN, Agt",5820712110,900,E,LAYTON,AV,13,6,BTAVN,Class B Tavern License,298,,5820712110
10/6/2020,9/24/2019,"AIRPORT LIQUOR, LLC",GARDENS WINE & SPIRITS,"TARLOK BHATIA, Agt",5939922000,1010,W,LAYTON,AV,13,6,ALQML,Class A Malt & Class A Liquor License,,,5960092000
11/4/2020,10/15/2019,Lucky Petroleum LLC,Airport Vineyard,"AMRIT P KAUR, Agt",6269999110,111,W,LAYTON,AV,13,6,ALQML,Class A Malt & Class A Liquor License,,,6269999110
10/12/2020,9/27/2019,Silver Kettle LLC,Spring Gardens Cafe,"PRABHU KASTHURIRANGAIAN, Agt",5979952121,1716,W,LAYTON,AV,13,6,BTAVN,Class B Tavern License,,,5979952121
6/30/2020,6/18/2019,"SHUBHAM, LLC",LAYTON BEER & LIQUOR,"BHAVIN G PATEL, Agt",5989948000,2008,W,LAYTON,AV,13,6,ALQML,Class A Malt & Class A Liquor License,,,5989948000
4/16/2020,3/26/2019,Al-Rozik INC,Kwik Pantry,"Mehreen Zadi, Agt",5989947100,2022,W,LAYTON,AV,13,6,AMALT,Class A Fermented Malt Beverage Retailer's License,,,5989947100
6/23/2020,6/17/2019,"KRAZO, INC",BEERBELLY'S,"Jane M DiChristopher, Agt",5959872110,512,W,LAYTON,AV,13,6,BTAVN,Class B Tavern License,80,,5959872110
6/30/2020,6/18/2019,"703 CLUB, INC",703 CLUB,"THERESA R SOLLAZO, Agt",6250023110,703,W,LAYTON,AV,13,6,BTAVN,Class B Tavern License,61,,6250023110
10/28/2020,10/15/2019,"EL FUEGO, LTD",EL FUEGO,"ANDREAS BOURAXIS, Agt",6250171000,909,W,LAYTON,AV,13,6,BTAVN,Class B Tavern License,500,,6250171000
7/26/2020,7/15/2019,Layton Food LLC,Layton Food Market,"Manpreet Singh, Agt",4340556000,1344,S,LAYTON,BL,8,2,AMALT,Class A Fermented Malt Beverage Retailer's License,,,4340556000
11/24/2019,3/26/2019,"GRANDVIEW MANAGEMENT, INC",ZILLI HOSPITALITY GROUP,"ELLEN N ZILLI, Agt",4259997000,524,S,LAYTON,BL,8,2,BTAVN,Class B Tavern License,1250,,4259997000
11/24/2020,11/6/2019,"GRANDVIEW MANAGEMENT, INC",ZILLI HOSPITALITY GROUP,"ROBERT J ZILLI, Agt",4259997000,524,S,LAYTON,BL,8,2,BTAVN,Class B Tavern License,1250,,4259997000
11/5/2020,10/15/2019,BABY BOOMERS,BABY BOOMERS,"WENDELL E BENNETT, SP",4660858100,182,E,LINCOLN,AV,14,6,BTAVN,Class B Tavern License,80,,4660858100
7/30/2020,7/9/2019,"MAPLE LEAF ENTERPRISES, LLC",SUGAR MAPLE,"ADRIENNE M PIERLUISSI, Agt",5001041100,441,E,LINCOLN,AV,14,6,BTAVN,Class B Tavern License,160,,5001041100
6/6/2020,5/30/2019,"EL LUCERO LIQUOR, INC",EL LUCERO LIQUOR,"HANIN K ABDELRAHIM, Agt",,1132,W,LINCOLN,AV,12,2,ALQML,Class A Malt & Class A Liquor License,,,4680951000
10/10/2020,9/26/2019,"A & J POLISH DELI, INC",A & J POLISH DELI,"JADWIGA T ROZAK, Agt",,1215,W,LINCOLN,AV,12,2,ALQML,Class A Malt & Class A Liquor License,,,4971289100
2/13/2020,2/5/2019,"3 HERMANOS, INC",3 Hermanos Club,"RAMON OROZCO, Agt",,1332,W,LINCOLN,AV,12,2,BTAVN,Class B Tavern License,163,,4600246110
1/16/2020,12/21/2018,LA GUADALUPANA,LA GUADALUPANA,"ANA M RAZO, SP",4690783000,1520,W,LINCOLN,AV,12,2,BTAVN,Class B Tavern License,99,,4690783000
12/11/2019,11/28/2018,"YASMINE FOODS, LLC",LINCOLN SUPERMARKET,"LOAI A ATARI, Agt",,1534,W,LINCOLN,AV,12,2,AMALT,Class A Fermented Malt Beverage Retailer's License,,,4690784000
11/19/2020,11/20/2019,Tabasco Bar,Tabasco Bar,"Jose De Dios-Sosa, Agt",4690904000,1900,W,LINCOLN,AV,12,2,BTAVN,Class B Tavern License,,,4690904000
6/30/2020,6/20/2019,HOLLER HOUSE,HOLLER HOUSE,"TODD C STUCKERT, SP",,2042,W,LINCOLN,AV,8,2,BTAVN,Class B Tavern License,50,,4701616000
5/15/2020,4/16/2019,"CITIZEN, INC",LINCOLN AVENUE FOOD & LIQUOR,"INTISAR HASAN, Agt",4950060000,2717,W,LINCOLN,AV,8,2,ALQML,Class A Malt & Class A Liquor License,,,4950060000
1/29/2020,4/18/2019,"Villana's Place, LLC",Villana's Place,"Juan Manuel Macias Gallardo, Agt",4710689000,3000,W,LINCOLN,AV,8,2,BTAVN,Class B Tavern License,160,,4710689000
12/20/2019,11/27/2018,"RTSP, LLC",JUST ONE MORE,"ANTONIO S PEREZ, Agt",4940737000,3209,W,LINCOLN,AV,8,2,BTAVN,Class B Tavern License,25,,4940737000
7/29/2020,8/16/2019,"LA PICA #3, LLC",LA PICA CARR 3 BAR & HALL,"WILLIAM RIVERA, Agt",,3427,W,LINCOLN,AV,8,2,BTAVN,Class B Tavern License,162,,4940444000
7/9/2020,6/18/2019,Tu Casa LLC,Tu Casa Mexican Restaurant & Bar,"Susana L Barba-Martin, Agt",4729928110,3710,W,LINCOLN,AV,8,2,BTAVN,Class B Tavern License,,,4729928110
9/23/2020,9/26/2019,"OLD TOWN SERBIAN GOURMET RESTAURANT, LLC",OLD TOWN SERBIAN GOURMET RESTAURANT,"NATALIA A RADICEVICH, Agt",,518,W,LINCOLN,AV,14,2,BTAVN,Class B Tavern License,200,,4670724000
12/12/2019,11/27/2018,"MESA GARIBALDI, LLC",FIESTA GARIBALDI,"VALDEMAR ESCOBAR, Agt",,821,W,LINCOLN,AV,12,2,BTAVN,Class B Tavern License,,NA,4970219100
7/6/2020,6/20/2019,MILWAUKEE YACHT CLUB,MILWAUKEE YACHT CLUB,"Thomas R Maliszko, Agt",3560145110,1700,N,LINCOLN MEMORIAL,DR,4,1,BTAVN,Class B Tavern License,180,,3560145110
3/30/2020,3/11/2019,Colectivo Coffee Roasters Inc,Colectivo Coffee Roasters Inc,"William D Suskey, Agt",3560145200,1701,N,LINCOLN MEMORIAL,DR,4,1,BBEER,Class B Fermented Malt Beverage Retailer's License,,,3560145200
7/29/2020,8/7/2019,"MOOSA BURGER, INC.",Moosa's,"ALAA I MUSA, Agt",3569989000,2272,N,LINCOLN MEMORIAL,DR,4,1,BTAVN,Class B Tavern License,,,3569989000
6/30/2020,6/18/2019,"MILWAUKEE COUNTY WAR MEMORIAL, INC",MILWAUKEE COUNTY WAR MEMORIAL CENTER,"DAVID J DRENT, Agt",3949998100,750,N,LINCOLN MEMORIAL,DR,4,1,BTAVN,Class B Tavern License,240,240 - Tavern,3940001000
1/17/2020,1/14/2019,"LAKE EXPRESS, LLC",LAKE EXPRESS,"Aaron J Schultz, Agt",,2330,S,LINCOLN MEMORIAL,DR,14,6,BTAVN,Class B Tavern License,,NA,5009999112
7/24/2020,9/24/2019,"GROCERY KING, INC",BRIGHT FOOD MARKET,"Ala I Issa, Agt",,2500,W,LISBON,AV,15,3,AMALT,Class A Fermented Malt Beverage Retailer's License,,,3501353000
7/26/2020,8/5/2019,Lisbon Liquor & Food Mart Inc.,Lisbon Liquor and Food Mart,"Kuljit Singh, Agt",3490973100,2900,W,LISBON,AV,15,3,ALQML,Class A Malt & Class A Liquor License,,,3490973100
9/22/2020,9/23/2019,"GURU FOOD, LLC",GURU FOOD,"MAMTA SINGH, Agt",3480769000,4028,W,LISBON,AV,15,3,AMALT,Class A Fermented Malt Beverage Retailer's License,,,3480769000
2/25/2020,2/28/2019,Overtime Sports Bar,Overtime Sports Bar,"MARY M HARRELL, SP",3480747100,4106,W,LISBON,AV,15,3,BTAVN,Class B Tavern License,80,,3480747100
12/19/2019,11/28/2018,RALPH'S COFFEE,RALPH'S COFFEE,"RALPH E NEELY, SP",3470213000,4538,W,LISBON,AV,15,3,BTAVN,Class B Tavern License,36,,3470213000
2/10/2020,2/5/2019,"SEFTAR & SON FOODS, INC",SENTRY FOODS #2815,"Robert J Ahrens, Agt",3049993100,7101,W,LISBON,AV,10,7,ALQML,Class A Malt & Class A Liquor License,,,3049993100
6/30/2020,6/18/2019,"JERAUG, INC",THE CORNER PUB,"DAVID P PESCHEK, Agt",2929988000,7602,W,LISBON,AV,5,7,BTAVN,Class B Tavern License,83,,2929988000
10/11/2020,10/16/2019,"KAM'S CORNER TAP, LLC",KAM'S CORNER TAP,"JEFFREY P KAMERMAYER, Agt",2630836100,8340,W,LISBON,AV,5,7,BTAVN,Class B Tavern License,99,,2630836100
2/6/2020,1/14/2019,LISBON BEER & LIQUOR CORP,LISBON BEER & LIQUOR,"GURSEWAK SINGH, Agt",2620411000,8510,W,LISBON,AV,5,7,ALQML,Class A Malt & Class A Liquor License,,,2620411000
3/19/2020,2/27/2019,"LISBON FOODS, INC",SENTRY FOODS,"DOUGLAS A SCHWANZ, Agt",2610552000,9210,W,LISBON,AV,5,7,ALQML,Class A Malt & Class A Liquor License,,,2610552000
12/17/2019,12/6/2018,"LINNCO, INC",LINNEMAN'S RIVERWEST INN,"JAMES A LINNEMAN, Agt",3140346000,1001,E,LOCUST,ST,3,5,BTAVN,Class B Tavern License,160,,3140346000
6/30/2020,6/20/2019,"TRACK'S OF MILWAUKEE, INC",THE TRACKS,"Michael D Rebers, Agt",3140211100,1020,E,LOCUST,ST,3,5,BTAVN,Class B Tavern License,99,,3140211100
3/25/2020,9/4/2019,Riverwest Public House Cooperative,Riverwest Public House Cooperative,"Nicole M Kueppers, Agt",3140309000,815,E,LOCUST,ST,3,5,BTAVN,Class B Tavern License,80,,3140309000
7/10/2020,7/2/2019,"KLINGER'S EAST, LLC",KLINGER'S EAST,"GLEN F KLINGER, Agt",3140222100,920,E,LOCUST,ST,3,5,BTAVN,Class B Tavern License,140,,3140222100
6/10/2020,5/29/2019,"Walters Grocery, LLC",Walters Grocery,"ASTON B WALTERS, Agt",3080844000,3821,W,LOCUST,ST,15,7,AMALT,Class A Fermented Malt Beverage Retailer's License,,,3080844000
9/25/2020,9/10/2019,"LOGAN & POTTER, INC",BURNHEARTS,"WILLIAM J SEIDEL, Agt",5000257000,2599,S,LOGAN,AV,14,6,BTAVN,Class B Tavern License,80,,5000257000
3/1/2020,2/27/2019,"DGMK, INC",ATHENS FAMILY RESTAURANT,"DENNIS GIANNOPOULOS, Agt",1820241000,5547,N,LOVERS LANE,RD,5,4,BTAVN,Class B Tavern License,150,,1820241000
10/23/2020,10/15/2019,"MEGA MARTS, LLC",PICK 'N SAVE #6868,"NEIL F WALLACE, Agt",3601281000,605,E,LYON,ST,3,1,ALQML,Class A Malt & Class A Liquor License,,,3601281000
6/30/2020,6/19/2019,Y-NOT II TAVERN,Y-NOT II TAVERN,"ANTHONY F DE PALMA, SP",,706,E,LYON,ST,3,1,BTAVN,Class B Tavern License,100,,3922056000
10/3/2020,9/24/2019,DEV Management LLC,Holiday Inn and Suites Milwaukee Airport,"Jigar Chaudhari, Agt",6260341000,545,W,Layton,AV,13,6,BTAVN,Class B Tavern License,,,6260341000
9/23/2020,9/10/2019,"Koi Japanese Cuisine, LLC",Koi Japanese Cuisine,"Zhou W Ni, Agt",5950844000,552,W,Layton,AV,13,6,CWINE,Class C Wine Retailer's License,,,5950844000
9/23/2020,9/10/2019,"Koi Japanese Cuisine, LLC",Koi Japanese Cuisine,"Zhou W Ni, Agt",5950844000,552,W,Layton,AV,13,6,BBEER,Class B Fermented Malt Beverage Retailer's License,,,5950844000
10/18/2020,9/26/2019,Vine Society LLC,Voyager Wine & Cocktail Bar,"JORDAN A BURICH, Agt",4661630000,422,E,Lincoln,AV,14,6,BTAVN,Class B Tavern License,49,,4661630000
4/3/2020,3/26/2019,Beer Town LLC,Beer Town,"PARAMJIT KAUR, Agt",4971234000,1029,W,Lincoln,AV,12,2,AMALT,Class A Fermented Malt Beverage Retailer's License,,,4971234000
11/4/2020,10/15/2019,La Salsita Restaurant LLC,La Salsita Restaurant,"Nicolas Santa Cruz-Ruedas, Agt",4971258000,1105,W,Lincoln,AV,12,2,BTAVN,Class B Tavern License,,,4971258000
3/13/2020,3/14/2019,"Kumbala Restaurant and Bar, LLC","Kumbala Restaurant and Bar, LLC","Vianey Cisneros Reyes, Agt",4691509100,1428,W,Lincoln,AV,12,2,BTAVN,Class B Tavern License,,,4691509100
3/13/2020,3/14/2019,"Kumbala Restaurant and Bar, LLC","Kumbala Restaurant and Bar, LLC","Vianey Cisneros Reyes, Agt",4691509100,1432,W,Lincoln,AV,12,2,BTAVN,Class B Tavern License,,,4691509100
5/4/2020,4/16/2019,"Lincoln Express, Inc.",Express Pantry,"PETTY BABBER, Agt",4691005110,1804,W,Lincoln,AV,12,2,AMALT,Class A Fermented Malt Beverage Retailer's License,,,4691005110
10/19/2020,9/24/2019,"Irene's Catering Service, Inc","Irene's Catering Service, Inc","Thomas E Rewolinski, Agt",4960359100,1901,W,Lincoln,AV,12,2,BTAVN,Class B Tavern License,,,4960359100
6/2/2020,5/10/2019,"Porullo, LLC",Jalisco's Super Market,"Hilda Gomez, Agt",4701606000,2000,W,Lincoln,AV,8,2,AMALT,Class A Fermented Malt Beverage Retailer's License,,,4701606000
12/17/2019,7/26/2019,"Aarvind Food Mart, LLC",Lucky Food & Beer,"LAKHWINDER KAUR, Agt",4702615000,2638,W,Lincoln,AV,8,2,AMALT,Class A Fermented Malt Beverage Retailer's License,,,4702615000
9/24/2020,9/4/2019,Agave Azul,Agave Azul,"FRANCISCO RIOS, JR, SP",4710554100,3316,W,Lincoln,AV,8,2,BTAVN,Class B Tavern License,94,,4710554100
7/27/2020,7/9/2019,Arora Pantry Inc,Quick Pick Food Mart,"Gurmeet S Arora, Agt",4710550100,3332,W,Lincoln,AV,8,2,ALIQR,Class A Retailer's Intoxicating Liquor License,,,4710550100
7/27/2020,7/9/2019,Arora Pantry Inc,Quick Pick Food Mart,"Gurmeet S Arora, Agt",4710550100,3332,W,Lincoln,AV,8,2,AMALT,Class A Fermented Malt Beverage Retailer's License,,,4710550100
6/13/2020,11/6/2019,"Grandview Management, Inc",Zilli Hospitality Group,"ROBERT J ZILLI, Agt",3599999000,1450,N,Lincoln Memorial,DR,4,1,BTAVN,Class B Tavern License,,NA,3599999000
7/16/2020,7/17/2019,"Grandview Management, Inc",Zilli Hospitality Group,"ROBERT J ZILLI, Agt",3560145110,1750,N,Lincoln Memorial,DR,4,1,BTAVN,Class B Tavern License,,,3560145110
6/18/2020,6/19/2019,"Dock Bradford, LLC",The Dock at Bradford Beach,"BRIAN C RANDALL, Agt",3569989000,2400,N,Lincoln Memorial,DR,3,1,BTAVN,Class B Tavern License,,,3569989000
9/23/2020,9/25/2019,"Lisbon Food & Beer, Inc",Lisbon Food & Beer,"Ashwani Sharma, Agt",3470353000,4401,W,Lisbon,AV,15,3,AMALT,Class A Fermented Malt Beverage Retailer's License,,,3470353000
2/19/2020,2/20/2019,Chocolate Rose Lounge LLC,Chocolate Rose Lounge,"ANGELIA P ROSE, Agt",3470346000,4443,W,Lisbon,AV,15,3,BTAVN,Class B Tavern License,80,,3470346000
10/23/2020,10/15/2019,Bittercube LLC,Bittercube Apothecary,"Ira E Koplowitz, Agt",3281210000,4828,W,Lisbon,AV,15,3,BTAVN,Class B Tavern License,49,,3281210000
11/5/2020,11/6/2019,Battlebox Cafe & Lounge LLC,Battlebox Cafe & Lounge,"Bryant L Adams, Agt",3291425100,5419,W,Lisbon,AV,10,3,BTAVN,Class B Tavern License,,,3291425100
6/30/2020,6/18/2019,Wally's Pub,Wally's Pub,"Dennis J Jahnke, SP",3290602100,5525,W,Lisbon,AV,10,3,BTAVN,Class B Tavern License,75,,3290602100
4/7/2020,4/8/2019,"Balanced, LLC",Balanced,"Kimberly J Carver-Wilder, Agt",3140240000,832,E,Locust,ST,3,5,BTAVN,Class B Tavern License,49,,3140240000
5/30/2020,5/7/2019,U.C. Jonas Inc,Mothership,"PAUL U JONAS, Agt",5000203000,2301,S,Logan,AV,14,6,BTAVN,Class B Tavern License,,,5000203000
11/29/2019,11/27/2018,OLLIE'S,OLLIE'S,"LOUISE A BURDUE, SP",4620818000,100,W,MAPLE,ST,12,2,BTAVN,Class B Tavern License,49,,4620818000
6/30/2020,6/18/2019,LUPE'S SQUIRREL CAGE,LUPE'S SQUIRREL CAGE,"GUADALUPE BERRIOS, SP",4610667000,1001,W,MAPLE,ST,12,2,BTAVN,Class B Tavern License,49,,4610667000
11/8/2020,10/15/2019,PEOPLES INN,PEOPLES INN,"MARIA M RODRIGUEZ, SP",4610655000,1139,W,MAPLE,ST,12,2,BTAVN,Class B Tavern License,45,,4610655000
3/20/2020,3/19/2019,"LA LUNA LIQUOR, INC",LA LUNA LIQUOR,"HANIN K ABDELRAHIM, Agt",4620900100,552,W,MAPLE,ST,12,2,ALQML,Class A Malt & Class A Liquor License,,,4620900100
4/18/2020,4/3/2019,TENTACIONES,TENTACIONES,"MARTIN R SAAVEDRA, SP",4610518110,600,W,MAPLE,ST,12,2,BTAVN,Class B Tavern License,75,,4610518110
7/29/2020,9/9/2019,"BANQUET SERVICES, LLC",VILLA FILOMENA,"JANICE E SANFILIPPO, Agt",3921602000,1119,N,MARSHALL,ST,4,1,BTAVN,Class B Tavern License,299,,3921602000
5/6/2020,5/10/2019,Triple OT Sports Bar LLC,Triple OT Sports Bar LLC,"DeAndre P Perkins, Agt",3530846000,1806,N,MARTIN L KING JR,DR,6,5,BTAVN,Class B Tavern License,99,,3530846000
11/6/2020,10/15/2019,"Great Day Investments, Inc.",Tee's Lounge,"Timothy Day, Agt",3220781000,2436,N,MARTIN L KING JR,DR,6,5,BTAVN,Class B Tavern License,,,3220781000
10/17/2020,9/24/2019,AJ Liquor & Food Inc,AJ Liquor,"KULWINDER SINGH, Agt",3221089000,2469,N,MARTIN L KING JR,DR,6,5,ALQML,Class A Malt & Class A Liquor License,,,3221089000
11/22/2019,11/26/2018,Lux2 LLC,Lux,"THOMAS J HOLMES, Agt",3131143000,2712,N,MARTIN L KING JR,DR,6,5,BTAVN,Class B Tavern License,,,3131143000
7/31/2020,7/23/2019,The 4th Quarter Sports Bar & Grill LLC,The 4th Quarter,"Devida M Glover, Agt",3131146100,2722,N,MARTIN L KING JR,DR,6,5,BTAVN,Class B Tavern License,,,3131146100
3/3/2020,3/1/2019,GREEN RING II,GREEN RING II,"ISAAC T RAGSDALE, SP",2821211000,3305,N,MARTIN L KING JR,DR,6,5,ALQML,Class A Malt & Class A Liquor License,,,2821211000
11/2/2020,10/15/2019,"BW HOLDINGS, LLC",WARD'S HOUSE OF PRIME,"BRIAN J WARD, Agt",3930602000,540,E,MASON,ST,4,1,BTAVN,Class B Tavern License,260,,3930602000
10/2/2020,9/24/2019,Ridley IPCO LLC,No Studios (1st floor),"Elizabeth L Ridley, Agt",3620541000,1037,W,MC KINLEY,AV,4,1,BTAVN,Class B Tavern License,48,,3620541000
3/6/2020,3/7/2019,Ridley IPCO LLC,No Studios (rooftop),"Elizabeth L Ridley, Agt",3620541000,1037,W,MC KINLEY,AV,4,1,BTAVN,Class B Tavern License,,,3620541000
12/15/2019,11/27/2018,CARNAL LLC,CLUB CHARLIES,"CRAIG M BLOOMFIELD, Agt",,320,E,MENOMONEE,ST,4,1,BTAVN,Class B Tavern License,128,,3921034100
10/11/2020,9/24/2019,"SINCERESWAN, LLC",SWINGIN DOOR EXCHANGE,"MICHELLE M SINCERE, Agt",,219,E,MICHIGAN,ST,4,1,BTAVN,Class B Tavern License,80,,3920651000
9/22/2020,9/12/2019,BARTOLOTTA CATERING - GRAIN EXCHANGE LLC,BARTOLOTTA CATERING - GRAIN EXCHANGE LLC,"JOHN M WISE, Agt",3920651000,225,E,MICHIGAN,ST,4,1,BTAVN,Class B Tavern License,299,,3920651000
4/17/2020,3/26/2019,Steakhouse Milwaukee LLC,Rare Steakhouse,"Mark D Burish, Agt",3960491000,833,E,MICHIGAN,ST,4,1,BTAVN,Class B Tavern License,,,3960491000
